,host_response_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,dist_from_bway_miles,years_host_since,days_since_first_review,days_since_last_review,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,property_type_Apartment,property_type_Condominium,property_type_House,property_type_Other,property_type_Townhouse,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bed_type_Other,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60
6518,1.0,1.0,7.0,1.0,0.0,36.13597,-86.7892,10.0,3.5,3.0,5.0,200.0,0.0,150.0,6.0,20.0,2.0,1125.0,0.13333333333333333,0.25,0.5,0.3698630136986301,8.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,3.16,1.9919433102291002,4.043888649322025,75.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6519,1.0,1.0,29.0,1.0,0.0,36.174409999999995,-86.75631,4.0,1.0,1.0,2.0,350.0,500.0,40.0,1.0,0.0,1.0,1125.0,0.5333333333333333,0.7,0.8,0.9506849315068493,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,0.87,1.3136769161423698,2.617439098681013,68.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6521,1.0,0.0,3.0,1.0,0.0,36.18914,-86.73505,4.0,1.0,2.0,2.0,129.0,200.0,85.0,1.0,0.0,30.0,1125.0,0.5333333333333333,0.7666666666666667,0.8444444444444444,0.9616438356164384,1.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,2.8768178489934035,0.9965981505438167,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6522,1.0,0.0,1.0,1.0,1.0,36.21188,-86.71876999999999,2.0,1.0,0.0,0.0,99.0,250.0,35.0,2.0,30.0,1.0,1125.0,0.43333333333333335,0.6,0.6,0.19452054794520549,18.0,18.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,6.0,4.623593879449962,3.5264242250011977,89.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6524,1.0,1.0,29.0,1.0,0.0,36.173559999999995,-86.75699,6.0,1.0,2.0,3.0,350.0,500.0,40.0,1.0,0.0,1.0,1125.0,0.5,0.65,0.7555555555555555,0.9397260273972603,9.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.97,1.247181867408337,2.617439098681013,90.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6525,1.0,0.0,2.0,1.0,1.0,36.20451,-86.72400999999999,4.0,1.0,2.0,4.0,95.0,0.0,65.0,4.0,15.0,30.0,1125.0,0.03333333333333333,0.016666666666666666,0.2111111111111111,0.5452054794520548,1.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,0.86,4.052562052591717,8.000164274420419,34.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6527,1.0,0.0,0.0,1.0,0.0,36.1558,-86.77594,4.0,1.0,1.0,2.0,145.0,0.0,90.0,1.0,0.0,2.0,30.0,0.13333333333333333,0.26666666666666666,0.4888888888888889,0.28493150684931506,7.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,3.82,0.45286313573504977,0.26831488668487374,54.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6528,1.0,0.0,0.0,1.0,0.0,36.15923,-86.82674,4.0,1.0,0.0,2.0,99.0,0.0,30.0,2.0,15.0,1.0,7.0,0.3333333333333333,0.38333333333333336,0.5444444444444444,0.36712328767123287,5.0,5.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,0.0,0.0,0.0,5.0,2.9338928563309734,4.577780515684784,19.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6531,1.0,0.0,1.0,1.0,1.0,36.27394,-86.91043,2.0,1.0,1.0,1.0,150.0,100.0,25.0,2.0,15.0,3.0,1125.0,0.4666666666666667,0.48333333333333334,0.6555555555555556,0.8931506849315068,4.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,1.71,10.819848860388788,4.490167491461152,69.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6532,0.98,0.0,42.0,1.0,0.0,36.148709999999994,-86.95170999999999,4.0,1.0,1.0,2.0,99.0,0.0,80.0,1.0,0.0,2.0,30.0,0.36666666666666664,0.45,0.6333333333333333,0.8931506849315068,6.0,6.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,0.0,0.0,0.0,2.86,9.958231705748021,8.7667782363772,62.0,27.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6533,1.0,1.0,20.0,1.0,1.0,36.21369,-86.72563000000001,10.0,2.0,4.0,2.0,280.0,250.0,129.0,2.0,25.0,2.0,45.0,0.5333333333333333,0.6666666666666666,0.7777777777777778,0.684931506849315,5.0,5.0,96.0,9.0,10.0,10.0,10.0,9.0,10.0,1.0,0.0,0.0,0.0,1.97,4.4732433884926985,2.836471659240094,75.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6534,1.0,1.0,20.0,1.0,1.0,36.172740000000005,-86.80801,5.0,1.0,1.0,2.0,130.0,170.0,85.0,1.0,25.0,2.0,30.0,0.43333333333333335,0.5666666666666667,0.7111111111111111,0.6684931506849315,8.0,8.0,93.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,0.0,0.0,0.0,3.16,2.0135630675444665,2.836471659240094,75.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6535,1.0,0.0,1.0,1.0,0.0,36.17832,-86.80984000000001,10.0,3.0,3.0,5.0,150.0,0.0,200.0,1.0,0.0,1.0,10.0,0.6333333333333333,0.6166666666666667,0.7222222222222222,0.8876712328767123,5.0,5.0,96.0,10.0,10.0,10.0,10.0,8.0,10.0,1.0,0.0,0.0,0.0,2.42,2.270195500172579,1.4729939697598171,61.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6537,1.0,0.0,0.0,1.0,0.0,36.205529999999996,-86.73901,10.0,3.5,4.0,6.0,160.0,0.0,155.0,1.0,0.0,1.0,28.0,0.6,0.7333333333333333,0.8222222222222222,0.4383561643835616,6.0,6.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,6.0,3.5802529184299483,4.29303818695798,29.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6538,1.0,1.0,8.0,1.0,0.0,36.159209999999995,-86.81388000000001,6.0,1.0,1.0,3.0,89.0,0.0,99.0,1.0,0.0,2.0,1125.0,0.4666666666666667,0.5833333333333334,0.7222222222222222,0.9232876712328767,7.0,7.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,0.0,0.0,0.0,2.33,2.217402172303016,4.030199114287083,89.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6540,1.0,0.0,1.0,1.0,0.0,36.15433,-86.7746,4.0,1.0,1.0,2.0,75.0,100.0,90.0,4.0,5.0,1.0,1125.0,0.13333333333333333,0.16666666666666666,0.3888888888888889,0.1095890410958904,19.0,19.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,6.79,0.5460514488970236,3.5291621320081865,83.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6543,1.0,1.0,13.0,1.0,1.0,36.16883,-86.74315,12.0,4.5,4.0,7.0,503.0,0.0,261.0,12.0,0.0,2.0,1125.0,0.7666666666666667,0.7166666666666667,0.7111111111111111,0.9287671232876712,7.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.82,1.804989012547266,2.5051849113944846,54.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6544,1.0,0.0,1.0,1.0,1.0,36.18589,-86.73833,8.0,2.0,3.0,4.0,194.0,500.0,140.0,6.0,25.0,1.0,30.0,0.36666666666666664,0.5666666666666667,0.6444444444444445,0.3643835616438356,12.0,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,2.5927784643076035,3.30191585042814,89.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6545,1.0,1.0,8.0,1.0,0.0,36.1576,-86.81558000000001,6.0,1.0,1.0,3.0,89.0,0.0,99.0,1.0,0.0,2.0,1125.0,0.2,0.43333333333333335,0.6222222222222222,0.8849315068493151,7.0,7.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.47,2.3247539941033613,4.032937021294072,84.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6546,1.0,1.0,5.0,1.0,0.0,36.1868,-86.80328,12.0,3.5,4.0,15.0,299.0,500.0,200.0,12.0,0.0,2.0,29.0,0.6,0.6833333333333333,0.7888888888888889,0.9232876712328767,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,2.0,2.3393216727767228,4.763958192160003,19.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6547,0.63,0.0,1.0,1.0,0.0,36.1845,-86.75079000000001,4.0,1.0,0.0,1.0,200.0,0.0,50.0,1.0,0.0,2.0,1124.0,0.0,0.03333333333333333,0.022222222222222223,0.005479452054794521,2.0,2.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,0.97,2.023765626545136,0.2573632586569197,61.0,38.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6548,0.88,0.0,0.0,1.0,0.0,36.15462,-86.77601999999999,6.0,2.0,2.0,2.0,249.0,0.0,100.0,1.0,0.0,1.0,7.0,0.0,0.016666666666666666,0.12222222222222222,0.043835616438356165,1.0,1.0,80.0,8.0,8.0,10.0,10.0,10.0,8.0,1.0,0.0,0.0,0.0,1.0,0.5337014284369955,3.2389439892674043,26.0,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6552,1.0,1.0,29.0,1.0,0.0,36.17311,-86.75766,2.0,1.0,1.0,1.0,250.0,500.0,40.0,1.0,0.0,1.0,1125.0,0.3333333333333333,0.5833333333333334,0.7222222222222222,0.9315068493150684,4.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,1.54,1.1985520711674849,2.617439098681013,77.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6568,1.0,1.0,29.0,1.0,0.0,36.17459,-86.75561,2.0,1.0,1.0,1.0,250.0,500.0,40.0,1.0,0.0,1.0,1125.0,0.5333333333333333,0.7,0.7777777777777778,0.9397260273972603,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,0.76,1.3518102198664148,2.617439098681013,78.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6569,1.0,0.0,0.0,1.0,0.0,36.189029999999995,-86.71579,12.0,1.0,3.0,6.0,159.0,250.0,80.0,9.0,25.0,2.0,1000.0,0.5333333333333333,0.6,0.6777777777777778,0.8986301369863013,3.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.0,3.7607870166980617,2.6229149126949904,19.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6570,1.0,0.0,1.0,1.0,0.0,36.14715,-86.78031999999999,12.0,3.5,4.0,6.0,430.0,1000.0,250.0,1.0,0.0,2.0,1125.0,0.43333333333333335,0.48333333333333334,0.5777777777777777,0.7342465753424657,11.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.98,1.0923813670856588,0.2546253516499312,82.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6572,1.0,1.0,4.0,1.0,0.0,36.121809999999996,-86.77794,8.0,1.0,2.0,3.0,115.0,150.0,160.0,4.0,10.0,2.0,10.0,0.4,0.6166666666666667,0.7444444444444445,0.4191780821917808,8.0,8.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,3.24,2.795161594395548,1.3634776894802767,73.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6573,1.0,0.0,1.0,1.0,0.0,36.06644,-86.6422,8.0,3.0,4.0,4.0,197.0,0.0,150.0,1.0,0.0,3.0,30.0,0.4666666666666667,0.43333333333333335,0.5444444444444444,0.8547945205479452,11.0,11.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,4.4,9.91628060209522,0.2573632586569197,74.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6581,0.6,0.0,1.0,1.0,0.0,36.16861,-86.78255,2.0,1.0,0.0,0.0,150.0,0.0,50.0,1.0,0.0,2.0,4.0,0.0,0.21666666666666667,0.4777777777777778,0.23835616438356164,2.0,2.0,70.0,6.0,6.0,6.0,9.0,7.0,6.0,1.0,0.0,0.0,0.0,2.0,0.6325606424126237,0.9774328014948972,18.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6582,1.0,1.0,4.0,1.0,0.0,36.20032,-86.81918,9.0,2.0,3.0,5.0,259.0,150.0,150.0,8.0,30.0,1.0,30.0,0.6333333333333333,0.8166666666666667,0.8777777777777778,0.9698630136986301,1.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,3.6271954173324,3.312867478456094,19.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6583,1.0,0.0,3.0,1.0,0.0,36.13439,-86.76475,4.0,1.0,1.0,1.0,85.0,0.0,100.0,2.0,15.0,2.0,1125.0,0.23333333333333334,0.6,0.7333333333333333,0.9205479452054794,6.0,6.0,90.0,10.0,10.0,9.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,2.73,1.9950985382943136,0.38878279499236806,65.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6584,1.0,0.0,2.0,1.0,0.0,36.188309999999994,-86.8033,12.0,3.0,4.0,4.0,199.0,1000.0,200.0,1.0,40.0,3.0,30.0,0.5333333333333333,0.6,0.7333333333333333,0.4246575342465753,4.0,4.0,100.0,10.0,10.0,10.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,1.54,2.416467925981446,0.7775655899847361,77.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6585,1.0,0.0,1.0,1.0,1.0,36.16741,-86.73948,6.0,2.0,2.0,4.0,299.0,500.0,150.0,1.0,0.0,2.0,145.0,0.7333333333333333,0.8666666666666667,0.9111111111111111,0.9780821917808219,3.0,3.0,100.0,10.0,10.0,10.0,9.0,10.0,10.0,1.0,0.0,0.0,0.0,2.57,1.9843846219769703,4.1451912085806,34.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6586,1.0,0.0,1.0,1.0,0.0,36.20393,-86.74285,10.0,2.5,3.0,7.0,121.0,0.0,150.0,1.0,0.0,1.0,45.0,0.4,0.5833333333333334,0.7222222222222222,0.4246575342465753,7.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,4.88,3.37179135941949,3.1650205000787146,42.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6591,1.0,0.0,1.0,1.0,0.0,36.16757,-86.75,4.0,1.0,2.0,2.0,125.0,0.0,25.0,1.0,0.0,2.0,5.0,0.3333333333333333,0.43333333333333335,0.5111111111111111,0.27123287671232876,3.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,3.0,1.4125434206214271,2.3217451419262547,18.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6592,1.0,0.0,1.0,1.0,0.0,36.12388,-86.85755999999999,4.0,1.0,1.0,2.0,75.0,250.0,75.0,4.0,25.0,2.0,7.0,0.13333333333333333,0.23333333333333334,0.4,0.30684931506849317,21.0,21.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,7.87,5.3504670218393535,3.6687953893646004,79.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6593,1.0,0.0,1.0,1.0,0.0,36.112590000000004,-86.70705,6.0,1.5,3.0,3.0,149.0,0.0,75.0,6.0,25.0,1.0,1125.0,0.5333333333333333,0.7,0.8,0.6794520547945205,2.0,2.0,90.0,10.0,9.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,2.0,5.090195606549284,1.8864179278150817,19.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6594,1.0,1.0,3.0,1.0,0.0,36.15408,-86.77588,4.0,1.0,1.0,2.0,125.0,150.0,85.0,2.0,10.0,3.0,1125.0,0.13333333333333333,0.18333333333333332,0.24444444444444444,0.0958904109589041,8.0,8.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.33,0.5692352093489829,3.4607144568334736,71.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6595,1.0,1.0,29.0,1.0,0.0,36.174659999999996,-86.75771,2.0,1.0,1.0,1.0,250.0,500.0,40.0,1.0,0.0,1.0,1125.0,0.5666666666666667,0.7333333333333333,0.8222222222222222,0.9452054794520548,3.0,3.0,93.0,10.0,10.0,9.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,1.32,1.266010507002518,2.617439098681013,67.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6596,1.0,0.0,2.0,1.0,0.0,36.15529,-86.77461,4.0,1.0,0.0,2.0,149.0,100.0,95.0,1.0,0.0,1.0,30.0,0.23333333333333334,0.21666666666666667,0.4111111111111111,0.10410958904109589,13.0,13.0,98.0,10.0,10.0,9.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,5.13,0.47989047474507823,0.9281504753691041,75.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6598,1.0,0.0,1.0,1.0,0.0,36.170159999999996,-86.79743,10.0,3.5,3.0,7.0,595.0,498.0,227.0,1.0,0.0,3.0,1125.0,0.2,0.48333333333333334,0.6555555555555556,0.7808219178082192,10.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,4.55,1.3984476001193118,5.125361917082486,65.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6601,1.0,0.0,98.0,1.0,0.0,36.15744,-86.8149,4.0,1.0,1.0,2.0,109.0,0.0,164.0,4.0,0.0,2.0,1125.0,0.36666666666666664,0.6833333333333333,0.7888888888888889,0.947945205479452,1.0,1.0,100.0,10.0,10.0,10.0,6.0,10.0,8.0,1.0,0.0,0.0,0.0,1.0,2.288677105460556,2.7844514261073123,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6608,1.0,1.0,3.0,1.0,1.0,36.12477,-86.78118,10.0,4.0,4.0,4.0,990.0,3500.0,350.0,1.0,0.0,2.0,90.0,0.5,0.25,0.16666666666666666,0.7232876712328767,4.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,1.76,2.6117329268567433,5.902927507067222,67.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6609,1.0,1.0,29.0,1.0,0.0,36.173140000000004,-86.7575,2.0,1.0,1.0,1.0,250.0,500.0,40.0,1.0,0.0,1.0,1125.0,0.5333333333333333,0.75,0.8333333333333334,0.947945205479452,2.0,2.0,100.0,10.0,10.0,10.0,10.0,8.0,9.0,1.0,0.0,0.0,0.0,0.98,1.2068346969904988,2.617439098681013,60.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6613,1.0,1.0,2.0,1.0,0.0,36.21709,-86.7411,8.0,2.5,2.0,5.0,199.0,250.0,125.0,6.0,20.0,1.0,60.0,0.2,0.5333333333333333,0.6666666666666666,0.8273972602739726,8.0,8.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,3.87,4.214462876345584,0.8295858231175178,61.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6617,0.99,1.0,27.0,1.0,0.0,36.156,-86.77637,6.0,2.0,2.0,3.0,399.0,100.0,115.0,1.0,0.0,1.0,365.0,0.43333333333333335,0.3,0.37777777777777777,0.8383561643835616,10.0,10.0,92.0,10.0,10.0,9.0,9.0,10.0,9.0,1.0,0.0,0.0,0.0,3.85,0.4446769967421494,5.188333778243222,77.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6618,0.99,1.0,27.0,1.0,0.0,36.15413,-86.77765,6.0,2.0,2.0,3.0,399.0,100.0,115.0,1.0,0.0,1.0,365.0,0.2,0.4166666666666667,0.4888888888888889,0.8657534246575342,10.0,10.0,94.0,10.0,9.0,9.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,3.75,0.5885177641092485,5.188333778243222,79.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6619,0.99,1.0,27.0,1.0,0.0,36.15498,-86.77619,6.0,2.0,2.0,3.0,399.0,100.0,115.0,1.0,0.0,1.0,365.0,0.4,0.5,0.5888888888888889,0.8986301369863013,11.0,11.0,100.0,10.0,10.0,9.0,9.0,10.0,10.0,1.0,0.0,0.0,0.0,4.34,0.5110366958814203,5.188333778243222,75.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6620,1.0,0.0,1.0,1.0,0.0,36.20321,-86.74148000000001,7.0,3.0,3.0,3.0,175.0,0.0,125.0,1.0,0.0,2.0,60.0,0.06666666666666667,0.15,0.3111111111111111,0.10684931506849316,16.0,16.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,6.32,3.3707658021721296,0.24093581661498867,75.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
