,host_response_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,dist_from_bway_miles,years_host_since,days_since_first_review,days_since_last_review,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,property_type_Apartment,property_type_Condominium,property_type_House,property_type_Other,property_type_Townhouse,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bed_type_Other,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60
5,0.83,1.0,1.0,1.0,1.0,36.133109999999995,-86.77476999999999,2.0,1.0,1.0,1.0,125.0,200.0,0.0,1.0,0.0,2.0,5.0,0.6333333333333333,0.7,0.7555555555555555,0.1863013698630137,113.0,14.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,1.0,1.0,1.02,2.009127022802306,9.202105450488375,3330.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6,1.0,1.0,2.0,1.0,1.0,36.12523,-86.81278,2.0,1.0,1.0,0.0,55.0,0.0,0.0,1.0,10.0,1.0,730.0,0.43333333333333335,0.6,0.7333333333333333,0.5917808219178082,215.0,104.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,5.86,3.334910717889618,9.17472638041849,1099.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7,0.98,0.0,42.0,1.0,0.0,36.16539,-86.77589,4.0,1.0,1.0,3.0,272.0,0.0,80.0,2.0,0.0,2.0,15.0,0.06666666666666667,0.23333333333333334,0.3888888888888889,0.8328767123287671,34.0,3.0,92.0,10.0,10.0,10.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,0.36,0.23214147854431305,8.764040329370212,2804.0,162.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8,1.0,1.0,1.0,1.0,1.0,36.1306,-86.80045,4.0,1.0,2.0,2.0,90.0,0.0,25.0,2.0,25.0,2.0,30.0,0.4,0.43333333333333335,0.5,0.7917808219178082,574.0,88.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,5.69,2.623722859221012,9.166512659397524,3025.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9,1.0,0.0,1.0,1.0,1.0,36.13054,-86.78761999999999,8.0,2.0,3.0,3.0,125.0,150.0,85.0,4.0,25.0,1.0,20.0,0.06666666666666667,0.4166666666666667,0.6111111111111112,0.1506849315068493,202.0,66.0,94.0,10.0,10.0,10.0,9.0,10.0,9.0,0.0,0.0,1.0,1.0,2.01,2.3078655033419126,8.323237301245063,3012.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10,1.0,1.0,4.0,1.0,1.0,36.19464,-86.67195,2.0,1.0,1.0,1.0,96.0,150.0,35.0,2.0,20.0,30.0,1125.0,0.06666666666666667,0.03333333333333333,0.2222222222222222,0.8082191780821918,50.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.5,6.146799784670738,8.29312032416819,3008.0,587.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,1.0,1.0,4.0,1.0,1.0,36.19409,-86.6732,8.0,2.0,3.0,3.0,135.0,250.0,35.0,5.0,20.0,3.0,365.0,0.1,0.06666666666666667,0.05555555555555555,0.7287671232876712,176.0,22.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.93,6.0679498919191195,8.29312032416819,2728.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15,1.0,1.0,6.0,1.0,1.0,36.17641,-86.79845999999999,2.0,1.0,1.0,1.0,55.0,0.0,35.0,1.0,0.0,2.0,14.0,0.06666666666666667,0.15,0.32222222222222224,0.7863013698630137,863.0,110.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,9.35,1.6622242216674485,7.63328473548396,2769.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
17,0.0,0.0,1.0,1.0,0.0,36.227920000000005,-86.73884,8.0,2.0,3.0,3.0,250.0,500.0,100.0,4.0,20.0,2.0,30.0,0.0,0.0,0.0,0.0,69.0,47.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,0.76,4.944895753453968,7.764704271819408,2707.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,1.0,0.0,1.0,1.0,1.0,36.16492,-86.7501,2.0,1.0,1.0,1.0,95.0,0.0,0.0,1.0,20.0,1.0,5.0,0.3,0.5166666666666667,0.6777777777777778,0.736986301369863,211.0,30.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,2.38,1.3709166933421988,7.726373573721569,2656.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
20,1.0,1.0,6.0,1.0,1.0,36.17277,-86.79330999999999,2.0,1.0,1.0,1.0,55.0,0.0,35.0,1.0,0.0,2.0,14.0,0.06666666666666667,0.11666666666666667,0.3,0.07397260273972603,690.0,70.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,7.78,1.2822656010482034,7.63328473548396,2660.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21,1.0,1.0,6.0,1.0,1.0,36.17323,-86.79177,2.0,1.0,0.0,1.0,55.0,0.0,35.0,1.0,0.0,2.0,14.0,0.0,0.13333333333333333,0.3111111111111111,0.07671232876712329,690.0,64.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,7.79,1.2314944151867473,7.63328473548396,2655.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,1.0,1.0,6.0,1.0,1.0,36.176629999999996,-86.80003,4.0,2.5,2.0,2.0,150.0,0.0,95.0,2.0,0.0,2.0,30.0,0.1,0.15,0.28888888888888886,0.7178082191780822,410.0,42.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,0.0,0.0,0.0,4.6,1.7426065668609014,7.63328473548396,2671.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,1.0,1.0,2.0,1.0,1.0,36.116929999999996,-86.78936999999999,3.0,1.0,1.0,1.0,137.0,100.0,50.0,2.0,15.0,3.0,90.0,0.26666666666666666,0.5,0.6666666666666666,0.9178082191780822,116.0,18.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.32,3.234848744008276,7.657925898546856,2643.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
24,1.0,1.0,6.0,1.0,0.0,36.13218,-86.83499,2.0,1.0,1.0,1.0,79.0,100.0,50.0,1.0,35.0,2.0,30.0,0.6666666666666666,0.8333333333333334,0.8888888888888888,0.9726027397260274,59.0,9.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.88,3.9722604509158277,7.351280313764143,2013.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
29,1.0,1.0,6.0,1.0,1.0,36.17326,-86.79358,2.0,1.5,1.0,1.0,132.0,0.0,50.0,1.0,0.0,2.0,7.0,0.0,0.11666666666666667,0.26666666666666666,0.06575342465753424,223.0,66.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,2.57,1.313966093550077,7.63328473548396,2598.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
33,1.0,1.0,1.0,1.0,1.0,36.144490000000005,-86.79087,4.0,1.0,1.0,2.0,115.0,300.0,50.0,2.0,30.0,2.0,21.0,0.3,0.45,0.6,0.8794520547945206,352.0,63.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,4.12,1.5321448228201138,7.102130776128189,2562.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
34,1.0,1.0,1.0,1.0,0.0,36.17242,-86.73742,2.0,1.0,1.0,1.0,147.0,0.0,15.0,2.0,50.0,2.0,30.0,0.2,0.4,0.6,0.8657534246575342,243.0,21.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,2.97,2.1830396300721415,7.055586357009384,2452.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
36,1.0,0.0,1.0,1.0,1.0,36.13998,-86.76632,4.0,1.0,1.0,2.0,139.0,200.0,50.0,4.0,0.0,2.0,1125.0,0.13333333333333333,0.48333333333333334,0.6555555555555556,0.4465753424657534,24.0,13.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,0.28,1.6004127480677004,7.197957521372786,2567.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
37,1.0,1.0,4.0,1.0,1.0,36.182759999999995,-86.80296,12.0,2.0,3.0,3.0,295.0,750.0,150.0,8.0,25.0,2.0,1125.0,0.5666666666666667,0.7,0.6,0.1506849315068493,52.0,0.0,93.0,10.0,10.0,10.0,10.0,8.0,9.0,0.0,0.0,0.0,0.0,0.62,2.1329835025875474,7.463534501050672,2502.0,480.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
38,1.0,1.0,3.0,1.0,0.0,36.05154,-86.9382,2.0,1.0,1.0,1.0,60.0,200.0,100.0,2.0,10.0,30.0,365.0,0.0,0.16666666666666666,0.4444444444444444,0.6136986301369863,61.0,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.73,11.927042822020738,7.165102637288925,2498.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
39,1.0,1.0,9.0,1.0,1.0,36.17631,-86.78267,5.0,1.0,1.0,2.0,175.0,150.0,75.0,3.0,0.0,1.0,90.0,0.43333333333333335,0.65,0.7666666666666667,0.9424657534246575,265.0,25.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,0.0,0.0,0.0,3.33,1.074195964565298,6.636686584940143,2383.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42,1.0,1.0,1.0,1.0,1.0,36.175090000000004,-86.73581,3.0,1.0,1.0,1.0,99.0,0.0,25.0,1.0,0.0,2.0,4.0,0.13333333333333333,0.18333333333333332,0.25555555555555554,0.27945205479452057,394.0,49.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,1.0,1.0,5.0,2.3319256602095897,7.529244269218396,2363.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
43,1.0,1.0,1.0,1.0,1.0,36.21235,-86.70461,6.0,1.0,2.0,4.0,110.0,0.0,55.0,2.0,12.0,2.0,1125.0,0.23333333333333334,0.5,0.6666666666666666,0.16712328767123288,184.0,36.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,1.0,1.0,2.34,5.210393771718634,6.502529141597706,2356.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
44,1.0,1.0,1.0,1.0,1.0,36.2249,-86.72295,4.0,1.0,2.0,2.0,79.0,100.0,60.0,2.0,15.0,2.0,30.0,0.4,0.5166666666666667,0.6444444444444445,0.3726027397260274,66.0,19.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,2.2,5.18922423359414,6.4696742575138435,901.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
46,1.0,1.0,4.0,1.0,1.0,36.18058,-86.68721,6.0,1.0,2.0,2.0,100.0,150.0,50.0,4.0,20.0,30.0,1125.0,0.0,0.0,0.16666666666666666,0.7945205479452054,15.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.2,5.03534590311401,8.29312032416819,2299.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47,1.0,1.0,1.0,1.0,1.0,36.122,-86.78844000000001,3.0,1.0,2.0,2.0,100.0,200.0,20.0,2.0,10.0,2.0,10.0,0.23333333333333334,0.35,0.4666666666666667,0.8082191780821918,339.0,57.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,4.5,2.8840065841085756,6.3847991402972,2260.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
48,1.0,0.0,2.0,1.0,1.0,36.17297,-86.78187,5.0,1.0,1.0,1.0,159.0,100.0,20.0,2.0,15.0,1.0,1125.0,0.26666666666666666,0.3333333333333333,0.3111111111111111,0.2958904109589041,532.0,75.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,6.87,0.8491269352009823,7.137723567219039,2322.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
49,1.0,1.0,1.0,1.0,0.0,36.14883,-86.79629,2.0,1.0,1.0,1.0,85.0,250.0,70.0,1.0,35.0,3.0,1125.0,0.43333333333333335,0.55,0.7,0.9178082191780822,144.0,32.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,1.0,1.0,2.02,1.5343723444645778,6.316351465122487,2138.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
52,1.0,1.0,10.0,1.0,1.0,36.1696,-86.7251,4.0,1.0,1.0,1.0,90.0,100.0,60.0,2.0,20.0,1.0,1124.0,0.26666666666666666,0.4666666666666667,0.6444444444444445,0.8547945205479452,351.0,59.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,4.66,2.802357123785931,6.242427975933797,2257.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
53,1.0,1.0,2.0,1.0,1.0,36.18199,-86.75237,6.0,1.0,4.0,5.0,169.0,0.0,65.0,4.0,20.0,1.0,1125.0,0.3,0.36666666666666664,0.5111111111111111,0.8301369863013699,426.0,46.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,5.65,1.8355531870318529,6.247903789947775,2260.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
55,1.0,1.0,1.0,1.0,1.0,36.20008,-86.72368,2.0,1.0,1.0,1.0,70.0,0.0,5.0,1.0,0.0,2.0,14.0,0.3333333333333333,0.2,0.13333333333333333,0.03287671232876712,427.0,57.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,6.45,3.85242403397751,9.106278705243776,1985.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
56,1.0,0.0,5.0,1.0,1.0,36.13367,-86.79588000000001,4.0,1.0,1.0,2.0,138.0,100.0,50.0,2.0,15.0,1.0,1125.0,0.0,0.0,0.0,0.0,364.0,0.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,5.23,2.307722039773779,7.197957521372786,2087.0,508.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
57,1.0,1.0,1.0,1.0,1.0,36.17543,-86.71909000000001,2.0,1.0,1.0,1.0,105.0,0.0,25.0,2.0,0.0,1.0,1125.0,0.5333333333333333,0.6166666666666667,0.6111111111111112,0.8904109589041096,242.0,60.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.26,3.222831872773874,6.160290765724143,2224.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
58,1.0,0.0,4.0,1.0,1.0,36.14901,-86.78818000000001,2.0,1.0,1.0,1.0,75.0,250.0,45.0,1.0,35.0,14.0,365.0,0.0,0.0,0.0,0.0,140.0,0.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,0.0,0.0,1.0,0.0,1.89,1.194549163619665,6.154814951710165,2219.0,488.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
59,1.0,0.0,4.0,1.0,1.0,36.14584,-86.78634,3.0,1.0,1.0,1.0,65.0,250.0,39.0,1.0,30.0,1.0,300.0,0.0,0.0,0.0,0.0,76.0,0.0,88.0,9.0,9.0,9.0,10.0,9.0,8.0,0.0,0.0,1.0,0.0,1.04,1.3136755610931088,6.154814951710165,2189.0,677.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
60,1.0,1.0,97.0,1.0,0.0,36.130520000000004,-86.79583000000001,4.0,1.0,1.0,1.0,90.0,150.0,75.0,1.0,0.0,2.0,365.0,0.3333333333333333,0.5333333333333333,0.6888888888888889,0.41643835616438357,146.0,29.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,2.01,2.494392294797864,6.27528286001766,2178.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
61,1.0,1.0,1.0,1.0,0.0,36.16794,-86.73759,2.0,1.0,1.0,1.0,119.0,200.0,65.0,1.0,0.0,2.0,1125.0,0.26666666666666666,0.4666666666666667,0.6,0.8712328767123287,172.0,13.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,2.33,2.094954181400966,9.404710569005523,2209.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
62,1.0,1.0,97.0,1.0,0.0,36.12903,-86.79335999999999,3.0,1.0,0.0,2.0,90.0,150.0,65.0,2.0,10.0,2.0,1124.0,0.06666666666666667,0.03333333333333333,0.022222222222222223,0.005479452054794521,323.0,62.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,4.75,2.5238924502975433,6.27528286001766,2041.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
63,1.0,1.0,6.0,1.0,1.0,36.17295,-86.7934,2.0,1.0,0.0,1.0,55.0,0.0,35.0,1.0,0.0,1.0,14.0,0.06666666666666667,0.16666666666666666,0.36666666666666664,0.09041095890410959,547.0,57.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,7.4,1.2934562605231206,7.63328473548396,2216.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
64,1.0,1.0,1.0,1.0,1.0,36.22637,-86.70969000000001,12.0,2.5,4.0,8.0,645.0,200.0,150.0,12.0,60.0,3.0,360.0,0.3333333333333333,0.4666666666666667,0.5666666666666667,0.8301369863013699,58.0,9.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,0.82,5.711792978005088,6.083629369528464,2125.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
65,1.0,1.0,8.0,1.0,1.0,36.17739,-86.74361999999999,6.0,2.5,3.0,3.0,350.0,500.0,100.0,6.0,30.0,2.0,1125.0,0.0,0.0,0.0,0.0,40.0,2.0,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.55,2.0126028143904984,7.712684038686626,2195.0,300.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
66,1.0,1.0,8.0,1.0,1.0,36.17862,-86.74353,4.0,1.5,2.0,2.0,120.0,200.0,50.0,4.0,25.0,2.0,1125.0,0.26666666666666666,0.4166666666666667,0.5444444444444444,0.5643835616438356,82.0,19.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,1.12,2.0620708473536684,7.709946131679637,2187.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
68,1.0,1.0,8.0,1.0,1.0,36.17903,-86.74363000000001,2.0,1.5,1.0,1.0,70.0,0.0,25.0,1.0,0.0,3.0,1125.0,0.0,0.0,0.0,0.0,120.0,10.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.64,2.0730360660197245,7.712684038686626,2191.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
69,1.0,0.0,1.0,1.0,1.0,36.23019,-86.71623000000001,6.0,1.0,1.0,2.0,99.0,0.0,20.0,2.0,5.0,1.0,31.0,0.5333333333333333,0.75,0.8333333333333334,0.958904109589041,234.0,30.0,85.0,9.0,8.0,10.0,10.0,9.0,9.0,1.0,0.0,0.0,0.0,3.53,5.7019636401176115,6.069939834493521,1989.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
70,1.0,1.0,2.0,1.0,1.0,36.19823,-86.74584,4.0,1.0,2.0,2.0,75.0,0.0,0.0,2.0,40.0,2.0,30.0,0.43333333333333335,0.6166666666666667,0.7444444444444445,0.18356164383561643,208.0,45.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,1.0,1.0,2.86,2.9501136243853936,6.034347043402671,2181.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
72,1.0,1.0,1.0,1.0,1.0,36.17553,-86.73539,4.0,1.0,1.0,2.0,125.0,0.0,0.0,4.0,25.0,1.0,1125.0,0.23333333333333334,0.3,0.4444444444444444,0.7945205479452054,464.0,147.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,6.78,2.365238642178938,6.100056811570395,2052.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
73,1.0,0.0,1.0,1.0,0.0,36.15379,-86.77486,6.0,2.0,2.0,2.0,300.0,250.0,150.0,1.0,0.0,1.0,30.0,0.13333333333333333,0.06666666666666667,0.044444444444444446,0.0684931506849315,31.0,31.0,92.0,10.0,9.0,9.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,5.96,0.5837386640920942,7.17331635830989,155.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
75,1.0,1.0,2.0,1.0,1.0,36.17543,-86.7362,6.0,1.0,2.0,2.0,165.0,0.0,80.0,4.0,20.0,1.0,1124.0,0.06666666666666667,0.3,0.5333333333333333,0.3780821917808219,102.0,6.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.43,2.3208457864860548,6.020657508367728,2138.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
